title,date,publication,remove_tags,add_tags,source,notes
Local Jottings.,19 July 1890,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 March 1894,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,16 June 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,30 October 1903,Blue Mountain Gazette,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,20 November 1891,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 April 1892,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Concert in Aid of Katoomba Miners' Families.,4 May 1894,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,4 May 1894,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
[untitled],29 June 1889,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Brevities.,29 September 1916,Lithgow Mercury,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,19 January 1906,Lithgow Mercury,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Local and General,7 July 1905,Mountaineer,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba. Rumour About Work At The Mines.,23 May 1905,Lithgow Mercury,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,2 October 1903,Blue Mountain Gazette,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
The Rockley Game.,18 March 1898,Mountaineer,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 December 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,5 May 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Concert at the Mines.,2 June 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 March 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,16 September 1892,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,16 October 1891,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Opening of the Mines School of Arts.,5 September 1891,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,14 July 1893,Katoomba Times,Concerts,concert,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,7 July 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 May 1904,Blue Mountain Gazette,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Jottings.,23 May 1891,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Social at Hartley Vale.,23 September 1898,Lithgow Mercury,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,13 March 1903,Blue Mountain Gazette,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Moutains Mixtures.,17 November 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Hartley Vale.,13 February 1911,Lithgow Mercury,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters.,5 June 1896,Mountaineer,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 June 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,30 June 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,19 January 1906,Lithgow Mercury,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba. Rumour About Work At The Mines.,23 May 1905,Lithgow Mercury,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,26 August 1904,Blue Mountain Gazette,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Police Court.,8 January 1904,Blue Mountain Gazette,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Town Talk.,2 October 1903,Blue Mountain Gazette,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
The Rockley Game.,18 March 1898,Mountaineer,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,29 December 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 November 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures,14 July 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,5 May 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,10 February 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,3 March 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba Athletic Sports.,12 December 1885,Nepean Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Matters,28 Oct 1892,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,21 April 1903,Lithgow Mercury,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Megalong Valley.,14 July 1893,Katoomba Times,Dances,dance,high_impact_mappings,Corrected mapping to generic singular leaf
Local Jottings.,19 July 1890,Katoomba Times,Colliery,coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
The Collieries and Big-Head Mines of New South Wales,1887,,Colliery,coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
New South Wales Railway Enquiry,13 December 1905,Advertiser,Colliery,coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Industries.,7 April 1903,Evening News,Colliery,coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,21 October 1892,Katoomba Times,Druid's Lodge,Druid's Lodge (local lodge),high_impact_mappings,Corrected mapping to generic singular leaf
Jottings.,23 May 1891,Katoomba Times,Druid's Lodge,Druid's Lodge (local lodge),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,2 June 1893,Katoomba Times,Druid's Lodge,Druid's Lodge (local lodge),high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,17 June 1892,Katoomba Times,Druid's Lodge,Druid's Lodge (local lodge),high_impact_mappings,Corrected mapping to generic singular leaf
Girls Cricket Match at Katoomba.,26 April 1895,Mountaineer,Girls' cricket,cricket | women | adolescents,high_impact_mappings,Corrected mapping to generic singular leaf
The Rockley Game.,7 February 1896,Mountaineer,Girls' cricket,cricket | women | adolescents,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,23 March 1894,Katoomba Times,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
Lost in the Mine.,17 April 1903,Mountaineer,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba South Mines.,9 December 1902,Lithgow Mercury,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
The Muont (sic) Kembla Disaster.,8 August 1902,Mountaineer,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
Mountain Mixtures.,11 March 1892,Katoomba Times,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
Miners' Striek at Katoomba South.,14 July 1891,Sydney Morning Herald,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
Katoomba.,20 August 1901,Lithgow Mercury,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
The South Katoomba Mine.,1 March 1901,Lithgow Mercury,Katoomba South mines,Katoomba South | coal mine,high_impact_mappings,Corrected mapping to generic singular leaf
