uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,Dimension,Measurement
1000011663386205856,{Length__m_}: 1.25,Penny Crook,2022-09-17 03:43:25.856 GMT,Penny Crook,2022-09-17 03:43:25 GMT,Length (m),1.25
1000011663386234891,{Height__m_}: 0.3,Penny Crook,2022-09-17 03:43:54.892 GMT,Penny Crook,2022-09-17 03:43:54 GMT,Height (m),0.3
1000011663387072488,{Length__m_}: 1.7,Penny Crook,2022-09-17 03:57:52.488 GMT,Penny Crook,2022-09-17 03:57:52 GMT,Length (m),1.7
1000011663387081939,{Width__m_}: 1.5,Penny Crook,2022-09-17 03:58:01.940 GMT,Penny Crook,2022-09-17 03:58:01 GMT,Width (m),1.5
1000011663387108352,{Height__m_}: 0.14,Penny Crook,2022-09-17 03:58:28.352 GMT,Penny Crook,2022-09-17 03:58:28 GMT,Height (m),0.14
1000011663387418692,{Width__m_}: 3.2,Penny Crook,2022-09-17 04:03:38.693 GMT,Penny Crook,2022-09-17 04:03:38 GMT,Width (m),3.2
1000011663387426499,{Length__m_}: 5,Penny Crook,2022-09-17 04:03:46.500 GMT,Penny Crook,2022-09-17 04:03:46 GMT,Length (m),5
1000011663387825572,{Length__m_}: 1.3,Penny Crook,2022-09-17 04:10:25.573 GMT,Penny Crook,2022-09-17 04:10:25 GMT,"Length (m),external ",1.3
1000011663387835761,{Width__m_}: 1.4,Penny Crook,2022-09-17 04:10:35.761 GMT,Penny Crook,2022-09-17 04:10:35 GMT,"Width (m),external ",1.4
1000111663388287373,{Width__m_}: 1.2,Jessika Odenthal,2022-09-17 04:18:07.374 GMT,Jessika Odenthal,2022-09-17 04:18:07 GMT,"Width (m),Exterior",1.2
1000111663389235306,{Diameter__m_}: 3,Jessika Odenthal,2022-09-17 04:33:55.307 GMT,Jessika Odenthal,2022-09-17 04:33:55 GMT,Diameter (m),3
1000011663390294998,{Diameter__m_}: 3.4,Penny Crook,2022-09-17 04:51:34.999 GMT,Penny Crook,2022-09-17 04:51:34 GMT,"Diameter (m),approximate ",3.4
1000011663390375912,{Length__m_}: 3.76,Penny Crook,2022-09-17 04:52:55.913 GMT,Penny Crook,2022-09-17 04:52:55 GMT,"Length (m),max extent ",3.76
1000011663392416772,{Depth__m_}: .2,Penny Crook,2022-09-17 05:26:56.772 GMT,Penny Crook,2022-09-17 05:26:56 GMT,Depth (m),0.2
1000011663392425203,{Width__m_}: .9,Penny Crook,2022-09-17 05:27:05.203 GMT,Penny Crook,2022-09-17 05:27:05 GMT,Width (m),0.9
1000011663465630280,{Width__m_}: .67,Penny Crook,2022-09-18 01:47:10.280 GMT,Penny Crook,2022-09-18 01:47:10 GMT,"Width (m),interior hearth ",0.67
1000011663465666521,{Width__m_}: 1.78,Penny Crook,2022-09-18 01:47:46.521 GMT,Penny Crook,2022-09-18 01:47:46 GMT,"Width (m),Max preserved ",1.78
1000011663465714211,{Length__m_}: .9,Penny Crook,2022-09-18 01:48:34.211 GMT,Penny Crook,2022-09-18 01:48:34 GMT,"Length (m),interior length ",0.9
1000081663466802750,{Width__m_}: 1.25,Amelia Berthold,2022-09-18 02:06:42.750 GMT,Amelia Berthold,2022-09-18 02:06:42 GMT,"Width (m),Max preserved ",1.25
1000081663466820312,{Length__m_}: 1.45,Amelia Berthold,2022-09-18 02:07:00.313 GMT,Amelia Berthold,2022-09-18 02:07:00 GMT,"Length (m),Max preserved ",1.45
1000111663475841570,{Length__m_}: 6.1,Jessika Odenthal,2022-09-18 04:37:21.570 GMT,Jessika Odenthal,2022-09-18 04:38:06 GMT,Length (m),"6.1,From possible post hole to estimate eastern corner"
1000111663475922787,{Width__m_}: 4,Jessika Odenthal,2022-09-18 04:38:42.788 GMT,Jessika Odenthal,2022-09-18 04:38:42 GMT,Width (m),"4,Estimate"
1000111663475946856,{Length__m_}: .95,Jessika Odenthal,2022-09-18 04:39:06.856 GMT,Jessika Odenthal,2022-09-18 04:39:06 GMT,"Length (m),Of threshold",0.95
1000111663475956561,{Width__m_}: .5,Jessika Odenthal,2022-09-18 04:39:16.561 GMT,Jessika Odenthal,2022-09-18 04:39:16 GMT,"Width (m),of threshold",0.5
1000111663475972954,{Width__m_}: 1.6,Jessika Odenthal,2022-09-18 04:39:32.955 GMT,Jessika Odenthal,2022-09-18 04:39:32 GMT,"Width (m),of hearth",1.6
1000111663475981948,{Length__m_}: 1.8,Jessika Odenthal,2022-09-18 04:39:41.948 GMT,Jessika Odenthal,2022-09-18 04:39:41 GMT,"Length (m),of hearth",1.8
1000111663476089312,{Height__m_}: .6,Jessika Odenthal,2022-09-18 04:41:29.312 GMT,Jessika Odenthal,2022-09-18 04:41:29 GMT,Height (m),".6, Max preserved"
1000111663476549607,{Width__m_}: .7,Jessika Odenthal,2022-09-18 04:49:09.608 GMT,Jessika Odenthal,2022-09-18 04:49:09 GMT,"Width (m),of hearth",".7,of internal width"
1000111663476562110,{Length__m_}: 1.2,Jessika Odenthal,2022-09-18 04:49:22.111 GMT,Jessika Odenthal,2022-09-18 04:49:22 GMT,"Length (m),of hearth",1.2
1000111663476585158,{Length__m_}: 2,Jessika Odenthal,2022-09-18 04:49:45.159 GMT,Jessika Odenthal,2022-09-18 04:49:45 GMT,"Length (m),of scatter",2
1000111663476600674,{Width__m_}: 2.1,Jessika Odenthal,2022-09-18 04:50:00.675 GMT,Jessika Odenthal,2022-09-18 04:50:00 GMT,"Width (m),of scatter",2.1
1000111663549167173,{Width__m_}: 1.5,Jessika Odenthal,2022-09-19 00:59:27.174 GMT,Jessika Odenthal,2022-09-19 00:59:27 GMT,"Width (m),External of hearth",1.5
1000111663549179282,{Width__m_}: 1.1,Jessika Odenthal,2022-09-19 00:59:39.282 GMT,Jessika Odenthal,2022-09-19 00:59:39 GMT,"Width (m),Internal of hearth ",1.1
1000111663549195723,{Length__m_}: 1.4,Jessika Odenthal,2022-09-19 00:59:55.724 GMT,Jessika Odenthal,2022-09-19 00:59:55 GMT,"Length (m),External of hearth ",1.4
1000111663549209975,{Length__m_}: 1.1,Jessika Odenthal,2022-09-19 01:00:09.976 GMT,Jessika Odenthal,2022-09-19 01:00:09 GMT,"Length (m),Internal of hearth",1.1
1000111663549238473,{Height__m_}: 0.45,Jessika Odenthal,2022-09-19 01:00:38.474 GMT,Jessika Odenthal,2022-09-19 01:00:38 GMT,"Height (m),Max preserved ",0.45
1000111663549265458,{Width__m_}: 3.8,Jessika Odenthal,2022-09-19 01:01:05.459 GMT,Jessika Odenthal,2022-09-19 01:01:05 GMT,"Width (m),Minimum of structure ",3.8
1000111663549281625,{Length__m_}: 6,Jessika Odenthal,2022-09-19 01:01:21.626 GMT,Jessika Odenthal,2022-09-19 01:01:21 GMT,"Length (m),Minimum of platform",6
1000111663552370994,{Diameter__m_}: 0.07,Jessika Odenthal,2022-09-19 01:52:50.994 GMT,Jessika Odenthal,2022-09-19 01:52:50 GMT,"Diameter (m),Nearly full base with letter m",0.07
1000111663552926508,{Length__m_}: 1.4,Jessika Odenthal,2022-09-19 02:02:06.509 GMT,Jessika Odenthal,2022-09-19 02:02:06 GMT,"Length (m),Piece of timbre",1.4
1000111663552939989,{Width__m_}: .45,Jessika Odenthal,2022-09-19 02:02:19.990 GMT,Jessika Odenthal,2022-09-19 02:02:19 GMT,"Width (m),Piece of timbre",0.45
1000111663552958078,{Height__m_}: 0.06,Jessika Odenthal,2022-09-19 02:02:38.079 GMT,Jessika Odenthal,2022-09-19 02:02:38 GMT,"Height (m),Piece of timbre",0.06
1000111663553233720,{Width__m_}: 1.2,Jessika Odenthal,2022-09-19 02:07:13.720 GMT,Jessika Odenthal,2022-09-19 02:07:13 GMT,"Width (m),Estimated interior",1.2
1000111663553263308,{Length__m_}: 0.85,Jessika Odenthal,2022-09-19 02:07:43.308 GMT,Jessika Odenthal,2022-09-19 02:07:43 GMT,"Length (m),Estimated interior",0.85
1000111663553324745,{Length__m_}: 1.9,Jessika Odenthal,2022-09-19 02:08:44.746 GMT,Jessika Odenthal,2022-09-19 02:08:44 GMT,"Length (m),Exterior",1.9
1000111663553345013,{Width__m_}: 2.4,Jessika Odenthal,2022-09-19 02:09:05.014 GMT,Jessika Odenthal,2022-09-19 02:09:05 GMT,"Width (m),Extant exterior",2.4
1000111663554586979,{Width__m_}: 0.75,Jessika Odenthal,2022-09-19 02:29:46.979 GMT,Jessika Odenthal,2022-09-19 02:29:46 GMT,"Width (m),Interior minimum",0.75
1000111663554604107,{Width__m_}: 1.2,Jessika Odenthal,2022-09-19 02:30:04.107 GMT,Jessika Odenthal,2022-09-19 02:30:04 GMT,"Width (m),Interior maximum",1.2
1000111663554633031,{Width__m_}: 1.45,Jessika Odenthal,2022-09-19 02:30:33.031 GMT,Jessika Odenthal,2022-09-19 02:30:33 GMT,"Width (m),Exterior",1.45
1000111663554657357,{Length__m_}: 0.9,Jessika Odenthal,2022-09-19 02:30:57.358 GMT,Jessika Odenthal,2022-09-19 02:30:57 GMT,"Length (m),Interior",0.9
1000111663554720089,{Length__m_}: 1.3,Jessika Odenthal,2022-09-19 02:32:00.089 GMT,Jessika Odenthal,2022-09-19 02:32:00 GMT,"Length (m),Exterior",1.3
1000111663554767228,{Length__m_}: 1.7,Jessika Odenthal,2022-09-19 02:32:47.228 GMT,Jessika Odenthal,2022-09-19 02:32:47 GMT,"Length (m),Back rockfall ",1.7
1000111663554801714,{Length__m_}: 2.2,Jessika Odenthal,2022-09-19 02:33:21.715 GMT,Jessika Odenthal,2022-09-19 02:33:21 GMT,"Length (m),Side rockfall ",2.2
1000111663554825782,{Height__m_}: 0.3,Jessika Odenthal,2022-09-19 02:33:45.783 GMT,Jessika Odenthal,2022-09-19 02:33:45 GMT,"Height (m),Maximum",0.3
1000111663555830165,{Width__m_}: 1.24,Jessika Odenthal,2022-09-19 02:50:30.166 GMT,Jessika Odenthal,2022-09-19 02:50:30 GMT,"Width (m),in situe rock",1.24
1000111663555888259,{Length__m_}: 0.9,Jessika Odenthal,2022-09-19 02:51:28.260 GMT,Jessika Odenthal,2022-09-19 02:51:28 GMT,"Length (m),in situe rock",0.9
1000111663555900830,{Length__m_}: 0.7,Jessika Odenthal,2022-09-19 02:51:40.831 GMT,Jessika Odenthal,2022-09-19 02:51:40 GMT,"Length (m),central paver ",0.7
1000111663555920905,{Length__m_}: 1.55,Jessika Odenthal,2022-09-19 02:52:00.906 GMT,Jessika Odenthal,2022-09-19 02:52:00 GMT,"Length (m),Max exterior ",1.55
1000111663555949127,{Width__m_}: 2.34,Jessika Odenthal,2022-09-19 02:52:29.128 GMT,Jessika Odenthal,2022-09-19 02:52:29 GMT,"Width (m),Max exterior ",2.34
1000111663555982567,{Height__m_}: 0.15,Jessika Odenthal,2022-09-19 02:53:02.568 GMT,Jessika Odenthal,2022-09-19 02:53:02 GMT,"Height (m),Max preserved ",0.15
